Starting Title,Last URL,Degrees,Href Count
Nelson W. Cheney - Wikipedia,"[['https://en.wikipedia.org/wiki/Sasha_Frere-Jones'], ['https://en.wikipedia.org/wiki/Birth_name'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",9,9
Wally Smithers - Wikipedia,"[['https://en.wikipedia.org/wiki/Royal_Australasian_Ornithologists_Union'], ['https://en.wikipedia.org/wiki/BirdLife_Australia'], ['https://en.wikipedia.org/wiki/Company_limited_by_guarantee'], ['https://en.wikipedia.org/wiki/Company'], ['https://en.wikipedia.org/wiki/Legal_personality'], ['https://en.wikipedia.org/wiki/Aptitude'], ['https://en.wikipedia.org/wiki/Competence_(human_resources)'], ['https://en.wikipedia.org/wiki/Skills'], ['https://en.wikipedia.org/wiki/Learning'], ['https://en.wikipedia.org/wiki/Understanding'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",13,13
Erden Airfield - Wikipedia,"[['https://en.wikipedia.org/wiki/Beetle'], ['https://en.wikipedia.org/wiki/Insect'], ['https://en.wikipedia.org/wiki/Latin'], ['https://en.wikipedia.org/wiki/Classical_language'], ['https://en.wikipedia.org/wiki/George_L._Hart'], ['https://en.wikipedia.org/wiki/Tamil_language'], ['https://en.wikipedia.org/wiki/Classical_languages_of_India'], ['https://en.wikipedia.org/wiki/Umbrella_term'], []]",-2,8
Soundaranayakipuram - Wikipedia,"[['https://en.wikipedia.org/wiki/M%C3%A8re_(restaurateur)'], ['https://en.wikipedia.org/wiki/Lyon'], ['https://en.wikipedia.org/wiki/List_of_communes_in_France_with_over_20,000_inhabitants'], ['https://en.wikipedia.org/wiki/Communes_of_France'], ['https://en.wikipedia.org/wiki/Administrative_divisions'], []]",-2,5
"David Murray (soccer, born 1901) - Wikipedia","[['https://en.wikipedia.org/wiki/Antwerp'], ['https://en.wikipedia.org/wiki/Dutch_language'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",10,10
Rufous-bellied euphonia - Wikipedia,"[['https://en.wikipedia.org/wiki/State_highway'], ['https://en.wikipedia.org/wiki/Route_number'], ['https://en.wikipedia.org/wiki/Alphanumeric'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",15,15
Birk Engstrøm - Wikipedia,"[['https://en.wikipedia.org/wiki/New_York_City'], ['https://en.wikipedia.org/wiki/List_of_United_States_cities_by_population'], ['https://en.wikipedia.org/wiki/Municipal_corporation'], ['https://en.wikipedia.org/wiki/Local_government'], ['https://en.wikipedia.org/wiki/Governance'], ['https://en.wikipedia.org/wiki/Process'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",8,8
Cinnamon hummingbird - Wikipedia,"[['https://en.wikipedia.org/wiki/Fascial_compartment'], ['https://en.wikipedia.org/wiki/Skeletal_muscle'], ['https://en.wikipedia.org/wiki/Vertebrate'], ['https://en.wikipedia.org/wiki/Deuterostoma'], ['https://en.wikipedia.org/wiki/Ancient_Greek'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",15,15
Bad Teinach-Zavelstein - Wikipedia,"[['https://en.wikipedia.org/wiki/Silent_film'], ['https://en.wikipedia.org/wiki/Film'], ['https://en.wikipedia.org/wiki/Visual_art'], ['https://en.wikipedia.org/wiki/Art_form'], ['https://en.wikipedia.org/wiki/Creativity'], ['https://en.wikipedia.org/wiki/Imagination'], ['https://en.wikipedia.org/wiki/Sensation_(psychology)'], ['https://en.wikipedia.org/wiki/Biological_system'], ['https://en.wikipedia.org/wiki/Biological_network_inference'], ['https://en.wikipedia.org/wiki/Inference'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",14,14
Fivemile Rapids Site - Wikipedia,"[['https://en.wikipedia.org/wiki/4_%C3%97_440_yards_relay'], ['https://en.wikipedia.org/wiki/Track_and_field'], ['https://en.wikipedia.org/wiki/Sport'], ['https://en.wikipedia.org/wiki/Physical_activity'], ['https://en.wikipedia.org/wiki/Skeletal_muscle'], ['https://en.wikipedia.org/wiki/Vertebrate'], ['https://en.wikipedia.org/wiki/Deuterostoma'], ['https://en.wikipedia.org/wiki/Ancient_Greek'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",18,18
Linus Müller - Wikipedia,"[['https://en.wikipedia.org/wiki/Burton_Leonard'], ['https://en.wikipedia.org/wiki/Civil_parish'], ['https://en.wikipedia.org/wiki/Parish_(administrative_division)'], ['https://en.wikipedia.org/wiki/Administrative_division'], []]",-2,4
Brooks A. Keel - Wikipedia,"[['https://en.wikipedia.org/wiki/Mongolian_language'], ['https://en.wikipedia.org/wiki/Prestige_(sociolinguistics)'], ['https://en.wikipedia.org/wiki/Sociolinguistics'], ['https://en.wikipedia.org/wiki/Society'], ['https://en.wikipedia.org/wiki/Individual'], ['https://en.wikipedia.org/wiki/Entity'], ['https://en.wikipedia.org/wiki/Existence'], ['https://en.wikipedia.org/wiki/Reality'], ['https://en.wikipedia.org/wiki/Universe'], ['https://en.wikipedia.org/wiki/Space'], ['https://en.wikipedia.org/wiki/Three-dimensional_space'], ['https://en.wikipedia.org/wiki/Geometry'], ['https://en.wikipedia.org/wiki/Ancient_Greek_language'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",23,23
Exo bus services - Wikipedia,"[['https://en.wikipedia.org/wiki/French_Language'], []]",-2,1
Bazaar of Pristina - Wikipedia,"[['https://en.wikipedia.org/wiki/Independent_film'], ['https://en.wikipedia.org/wiki/Feature_film'], ['https://en.wikipedia.org/wiki/Narrative_film'], ['https://en.wikipedia.org/wiki/Motion_picture'], ['https://en.wikipedia.org/wiki/Visual_art'], ['https://en.wikipedia.org/wiki/Art_form'], ['https://en.wikipedia.org/wiki/Creativity'], ['https://en.wikipedia.org/wiki/Imagination'], ['https://en.wikipedia.org/wiki/Sensation_(psychology)'], ['https://en.wikipedia.org/wiki/Biological_system'], ['https://en.wikipedia.org/wiki/Biological_network_inference'], ['https://en.wikipedia.org/wiki/Inference'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",16,16
Minister for Social Development (Koshi Province) - Wikipedia,"[['https://en.wikipedia.org/wiki/Russian_language'], ['https://en.wikipedia.org/wiki/East_Slavic_languages'], ['https://en.wikipedia.org/wiki/Slavic_languages'], ['https://en.wikipedia.org/wiki/Indo-European_languages'], ['https://en.wikipedia.org/wiki/Languages_of_Europe'], ['https://en.wikipedia.org/wiki/Indo-European_language_family'], ['https://en.wikipedia.org/wiki/Languages_of_Europe']]",-1,7
Pentila christina - Wikipedia,"[['https://en.wikipedia.org/wiki/Billings,_Montana'], ['https://en.wikipedia.org/wiki/Lists_of_populated_places_in_the_United_States'], ['https://en.wikipedia.org/wiki/List_of_lists_of_lists'], ['https://en.wikipedia.org/wiki/List'], ['https://en.wikipedia.org/wiki/Set_(mathematics)'], ['https://en.wikipedia.org/wiki/Mathematics'], ['https://en.wikipedia.org/wiki/Mathematical_theory'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",11,11
2011–12 CE Sabadell FC season - Wikipedia,"[['https://en.wikipedia.org/wiki/The_Belle_Stars'], ['https://en.wikipedia.org/wiki/All-women_band'], ['https://en.wikipedia.org/wiki/Musical_ensemble'], ['https://en.wikipedia.org/wiki/Instrumental_music'], ['https://en.wikipedia.org/wiki/Music'], ['https://en.wikipedia.org/wiki/Sound'], ['https://en.wikipedia.org/wiki/Physics'], ['https://en.wikipedia.org/wiki/Scientific'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",25,25
"Osage, Saskatchewan - Wikipedia","[['https://en.wikipedia.org/wiki/Christian_metal'], ['https://en.wikipedia.org/wiki/Heavy_metal_music'], ['https://en.wikipedia.org/wiki/Rock_music'], ['https://en.wikipedia.org/wiki/Music_genre'], ['https://en.wikipedia.org/wiki/Music'], ['https://en.wikipedia.org/wiki/Sound'], ['https://en.wikipedia.org/wiki/Physics'], ['https://en.wikipedia.org/wiki/Scientific'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",25,25
,"[['https://en.wikipedia.org/wiki/Aachen'], []]",-2,1
Kabika River - Wikipedia,"[['https://en.wikipedia.org/wiki/Gold_medal'], ['https://en.wikipedia.org/wiki/Medal'], ['https://en.wikipedia.org/wiki/Jewellery'], ['https://en.wikipedia.org/wiki/American_English'], ['https://en.wikipedia.org/wiki/Variety_(linguistics)'], ['https://en.wikipedia.org/wiki/Sociolinguistics'], ['https://en.wikipedia.org/wiki/Society'], ['https://en.wikipedia.org/wiki/Individual'], ['https://en.wikipedia.org/wiki/Entity'], ['https://en.wikipedia.org/wiki/Existence'], ['https://en.wikipedia.org/wiki/Reality'], ['https://en.wikipedia.org/wiki/Universe'], ['https://en.wikipedia.org/wiki/Space'], ['https://en.wikipedia.org/wiki/Three-dimensional_space'], ['https://en.wikipedia.org/wiki/Geometry'], ['https://en.wikipedia.org/wiki/Ancient_Greek_language'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",26,26
Tonka (film) - Wikipedia,"[['https://en.wikipedia.org/wiki/Moth'], ['https://en.wikipedia.org/wiki/Lepidoptera'], ['https://en.wikipedia.org/wiki/Order_(biology)'], ['https://en.wikipedia.org/wiki/Latin_language'], ['https://en.wikipedia.org/wiki/Classical_language'], ['https://en.wikipedia.org/wiki/George_L._Hart'], ['https://en.wikipedia.org/wiki/Tamil_language'], ['https://en.wikipedia.org/wiki/Classical_languages_of_India'], ['https://en.wikipedia.org/wiki/Umbrella_term'], []]",-2,9
Modriča - Wikipedia,"[['https://en.wikipedia.org/wiki/School-based_health_center'], ['https://en.wikipedia.org/wiki/Primary_care'], ['https://en.wikipedia.org/wiki/Healthcare'], ['https://en.wikipedia.org/wiki/Health'], ['https://en.wikipedia.org/wiki/Well-being'], ['https://en.wikipedia.org/wiki/Quality_of_life'], ['https://en.wikipedia.org/wiki/World_Health_Organization'], ['https://en.wikipedia.org/wiki/List_of_specialized_agencies_of_the_United_Nations'], ['https://en.wikipedia.org/wiki/United_Nations'], ['https://en.wikipedia.org/wiki/International_organization'], ['https://en.wikipedia.org/wiki/Organization'], ['https://en.wikipedia.org/wiki/English_in_the_Commonwealth_of_Nations'], ['https://en.wikipedia.org/wiki/English_language'], ['https://en.wikipedia.org/wiki/West_Germanic_language'], ['https://en.wikipedia.org/wiki/Germanic_languages'], ['https://en.wikipedia.org/wiki/Indo-European_languages'], ['https://en.wikipedia.org/wiki/Languages_of_Europe'], ['https://en.wikipedia.org/wiki/Indo-European_language_family'], ['https://en.wikipedia.org/wiki/Languages_of_Europe']]",-1,19
Hlemmur (soundtrack) - Wikipedia,"[['https://en.wikipedia.org/wiki/Data_breach'], ['https://en.wikipedia.org/wiki/Personal_information'], ['https://en.wikipedia.org/wiki/United_States'], ['https://en.wikipedia.org/wiki/North_America'], ['https://en.wikipedia.org/wiki/Continent'], ['https://en.wikipedia.org/wiki/Convention_(norm)'], ['https://en.wikipedia.org/wiki/Social_norm'], ['https://en.wikipedia.org/wiki/Acceptance'], ['https://en.wikipedia.org/wiki/Psychology'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",14,14
Cvașnița - Wikipedia,"[['https://en.wikipedia.org/wiki/Presumptive_and_confirmatory_tests'], ['https://en.wikipedia.org/wiki/Medicine'], ['https://en.wikipedia.org/wiki/Science'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",20,20
Dorogushikha - Wikipedia,"[['https://en.wikipedia.org/wiki/Johns_Hopkins_University'], ['https://en.wikipedia.org/wiki/Private_university'], ['https://en.wikipedia.org/wiki/Higher_education'], ['https://en.wikipedia.org/wiki/Education'], ['https://en.wikipedia.org/wiki/Knowledge'], ['https://en.wikipedia.org/wiki/Declarative_knowledge'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",8,8
Kate O'Sullivan - Wikipedia,"[['https://en.wikipedia.org/wiki/Mutukan'], ['https://en.wikipedia.org/wiki/Chagatai_Khan'], ['https://en.wikipedia.org/wiki/Mongolian_language'], ['https://en.wikipedia.org/wiki/Prestige_(sociolinguistics)'], ['https://en.wikipedia.org/wiki/Sociolinguistics'], ['https://en.wikipedia.org/wiki/Society'], ['https://en.wikipedia.org/wiki/Individual'], ['https://en.wikipedia.org/wiki/Entity'], ['https://en.wikipedia.org/wiki/Existence'], ['https://en.wikipedia.org/wiki/Reality'], ['https://en.wikipedia.org/wiki/Universe'], ['https://en.wikipedia.org/wiki/Space'], ['https://en.wikipedia.org/wiki/Three-dimensional_space'], ['https://en.wikipedia.org/wiki/Geometry'], ['https://en.wikipedia.org/wiki/Ancient_Greek_language'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",25,25
Karin Himboldt - Wikipedia,"[['https://en.wikipedia.org/wiki/Genus'], ['https://en.wikipedia.org/wiki/Taxonomic_rank'], ['https://en.wikipedia.org/wiki/Biology'], ['https://en.wikipedia.org/wiki/Life'], ['https://en.wikipedia.org/wiki/Matter'], ['https://en.wikipedia.org/wiki/Classical_physics'], ['https://en.wikipedia.org/wiki/Physics'], ['https://en.wikipedia.org/wiki/Scientific'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",25,25
The Handle - Wikipedia,"[['https://en.wikipedia.org/wiki/United_States_Marine_Corps'], ['https://en.wikipedia.org/wiki/Marines'], ['https://en.wikipedia.org/wiki/Littoral_zone'], ['https://en.wikipedia.org/wiki/Sea'], ['https://en.wikipedia.org/wiki/Body_of_water'], ['https://en.wikipedia.org/wiki/Water'], ['https://en.wikipedia.org/wiki/Inorganic_compound'], ['https://en.wikipedia.org/wiki/Chemical_compound'], ['https://en.wikipedia.org/wiki/Chemical_substance'], ['https://en.wikipedia.org/wiki/Matter'], ['https://en.wikipedia.org/wiki/Classical_physics'], ['https://en.wikipedia.org/wiki/Physics'], ['https://en.wikipedia.org/wiki/Scientific'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",30,30
